date;country;risk;title;fake;supChainName;location;typeOfTransport
08.03.2022;Tunisia;Conflicts;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;South Africa;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;South Africa;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;South Africa;Conflicts;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;North African countries;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;North African countries;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;North African countries;Conflicts;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;East African countries;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;East African countries;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;East African countries;Conflicts;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Ireland;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Poland;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Solarpanels;Poland;truck
08.03.2022;Germany;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Solarpanels;Germany;truck
08.03.2022;Germany;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;Bosch Solarpanels;Germany;truck
08.03.2022;Netherlands;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;Netherlands;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;UK;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;UK;Economic Sanctions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;UK;regulatory changes;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
08.03.2022;EU;Trade Tensions;"[""War in Ukraine: Crisis is unleashing 'hell on earth' for food prices"", 'Ukraine: Documenting the war on TikTok', 'Ukraine: Small and big ways in which people in the UK are helping out', ""Chaos, upheaval and exhaustion for Ukraine's disabled children"", 'Ukraine invasion: False claims the war is a hoax go viral', 'War in Ukraine: World Bank approves $723m financial package', ""The Papers: Putin's 'cynical' refugee offer and UK urged to help"", 'War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead', 'War in Ukraine: Live-streaming music from a Kharkiv basement', 'Cost of living: Warning UK faces biggest income squeeze in nearly 50 years']";No;;;
